id,age,capital-gain,capital-loss,hours-per-week,class
2188,22,0,0,40,<=50K
2189,43,0,0,42,>50K
2190,39,0,0,25,<=50K
2191,38,0,0,40,<=50K
2192,67,0,0,35,<=50K
2193,31,0,0,65,<=50K
2194,30,0,0,35,<=50K
2195,53,3411,0,65,<=50K
2196,44,15024,0,48,>50K
2197,43,0,0,40,<=50K
2198,22,0,0,40,<=50K
2199,31,0,0,45,<=50K
2200,44,0,0,40,<=50K
2201,88,0,0,5,<=50K
2202,21,0,0,60,<=50K
2203,31,0,1590,35,<=50K
2204,35,0,0,40,<=50K
2205,30,0,0,55,<=50K
2206,48,0,0,40,<=50K
2207,68,0,0,16,<=50K
2208,64,0,0,50,<=50K
2209,49,99999,0,50,>50K
2210,44,0,0,50,<=50K
2211,18,0,0,12,<=50K
2212,34,0,0,40,<=50K
2213,29,0,0,40,<=50K
2214,23,0,0,40,<=50K
2215,36,0,0,40,>50K
2216,29,0,0,40,<=50K
2217,34,0,0,45,<=50K
2218,27,0,0,40,<=50K
2219,57,0,0,40,<=50K
2220,24,0,0,40,<=50K
2221,54,0,0,60,<=50K
2222,18,0,0,20,<=50K
2223,25,0,0,40,<=50K
2224,28,0,0,40,<=50K
2225,87,0,0,16,<=50K
2226,54,0,0,40,<=50K
2227,21,0,0,25,<=50K
2228,43,0,0,40,<=50K
2229,43,3908,0,40,<=50K
2230,38,0,0,40,<=50K
2231,46,0,0,35,<=50K
2232,65,0,0,22,<=50K
2233,39,0,0,40,<=50K
2234,60,0,0,50,>50K
2235,30,0,0,60,<=50K
2236,39,7298,0,40,>50K
2237,35,0,1977,48,>50K
2238,31,0,0,40,<=50K
2239,39,0,0,40,<=50K
2240,33,0,0,40,<=50K
2241,27,0,0,40,<=50K
2242,31,0,0,40,<=50K
2243,77,0,0,2,<=50K
2244,40,0,0,40,<=50K
2245,58,7688,0,40,>50K
2246,37,0,0,80,>50K
2247,39,0,0,40,<=50K
2248,30,0,0,40,<=50K
2249,20,0,0,4,<=50K
2250,36,0,0,40,<=50K
2251,30,0,0,60,<=50K
2252,39,0,0,42,<=50K
2253,43,0,0,30,<=50K
2254,25,0,0,40,<=50K
2255,42,0,0,45,>50K
2256,38,0,1726,40,<=50K
2257,67,0,0,30,<=50K
2258,57,0,0,40,<=50K
2259,21,0,0,20,<=50K
2260,35,0,0,40,>50K
2261,40,0,1887,40,>50K
2262,35,0,0,40,<=50K
2263,74,0,0,10,<=50K
2264,19,0,0,40,<=50K
2265,36,0,0,99,<=50K
2266,39,0,2824,50,>50K
2267,17,0,0,40,<=50K
2268,47,0,0,50,<=50K
2269,32,0,1564,50,>50K
2270,32,0,0,48,<=50K
2271,51,0,0,40,<=50K
2272,48,0,0,35,<=50K
2273,38,0,0,38,<=50K
2274,19,0,0,20,<=50K
2275,52,0,0,45,>50K
2276,21,0,0,30,<=50K
2277,33,0,0,40,<=50K
2278,18,0,0,20,<=50K
2279,32,7298,0,40,>50K
2280,28,0,0,44,>50K
2281,45,0,0,32,<=50K
2282,21,0,0,40,<=50K
2283,24,0,0,40,<=50K
2284,53,0,1740,40,<=50K
2285,54,0,0,55,<=50K
2286,28,0,0,40,<=50K
2287,20,0,0,30,<=50K
2288,23,0,0,40,<=50K
2289,33,0,0,40,<=50K
2290,45,0,0,40,<=50K
2291,47,0,0,72,>50K
2292,35,0,0,48,<=50K
2293,20,0,0,20,<=50K
2294,35,0,0,40,<=50K
2295,50,0,0,40,<=50K
2296,40,0,0,40,<=50K
2297,50,0,0,32,<=50K
2298,33,0,0,50,<=50K
2299,37,0,0,44,<=50K
2300,37,0,0,40,>50K
2301,25,0,0,50,<=50K
2302,17,0,0,15,<=50K
2303,49,0,0,50,<=50K
2304,66,0,0,24,<=50K
2305,24,0,0,24,<=50K
2306,50,0,0,40,<=50K
2307,56,0,0,40,<=50K
2308,68,0,0,40,<=50K
2309,65,0,0,40,<=50K
2310,67,0,0,18,<=50K
2311,17,0,0,18,<=50K
2312,27,0,0,38,<=50K
2313,47,0,0,40,<=50K
2314,40,0,0,50,<=50K
2315,39,0,0,40,<=50K
2316,36,0,0,40,<=50K
2317,49,0,0,40,<=50K
2318,59,0,0,16,<=50K
2319,46,0,0,20,<=50K
2320,71,3456,0,16,<=50K
2321,42,0,0,70,<=50K
2322,46,0,0,50,>50K
2323,41,0,0,40,<=50K
2324,20,0,0,10,<=50K
2325,30,0,0,55,<=50K
2326,29,0,0,36,<=50K
2327,28,0,0,50,<=50K
2328,61,0,0,36,<=50K
2329,30,0,1977,60,>50K
2330,27,0,0,40,<=50K
2331,58,0,0,32,<=50K
2332,37,0,0,45,<=50K
2333,24,0,0,40,<=50K
2334,48,0,0,40,<=50K
2335,24,0,0,16,<=50K
2336,47,4386,0,48,>50K
2337,33,0,0,40,<=50K
2338,26,0,0,45,<=50K
2339,43,15024,0,50,>50K
2340,29,0,0,40,<=50K
2341,33,0,0,40,<=50K
2342,45,0,0,40,>50K
2343,44,0,0,40,<=50K
2344,44,0,0,40,<=50K
2345,34,0,0,40,<=50K
2346,25,0,0,36,<=50K
2347,59,0,0,40,<=50K
2348,33,0,1887,40,>50K
2349,45,0,0,50,>50K
2350,58,0,0,42,<=50K
2351,18,0,0,26,<=50K
2352,35,0,0,40,<=50K
2353,55,0,0,40,>50K
2354,43,0,0,40,<=50K
2355,36,0,0,40,<=50K
2356,42,0,0,45,>50K
2357,45,0,0,50,<=50K
2358,20,0,0,40,<=50K
2359,27,0,0,40,<=50K
2360,23,0,0,8,<=50K
2361,55,0,0,40,<=50K
2362,51,0,0,35,<=50K
2363,17,0,0,16,<=50K
2364,28,0,0,50,<=50K
2365,31,0,0,40,<=50K
2366,66,0,0,40,>50K
2367,61,0,0,30,>50K
2368,19,0,0,20,<=50K
2369,28,0,0,40,<=50K
2370,39,0,0,45,<=50K
2371,34,0,0,40,>50K
2372,53,0,0,40,>50K
2373,54,0,0,40,<=50K
2374,44,0,0,35,>50K
2375,34,0,0,40,<=50K
2376,41,99999,0,60,>50K
2377,26,0,0,40,<=50K
2378,38,0,0,40,<=50K
2379,28,0,0,45,<=50K
2380,63,0,0,40,>50K
2381,51,0,0,40,<=50K
2382,53,0,0,40,>50K
2383,35,0,0,40,<=50K
2384,49,0,0,60,<=50K
2385,43,0,0,40,>50K
2386,50,0,1485,40,>50K
2387,49,0,0,40,<=50K
2388,43,0,0,40,>50K
2389,49,0,0,48,<=50K
2390,29,0,0,40,<=50K
2391,30,0,0,32,<=50K
2392,32,0,0,40,<=50K
2393,51,0,0,70,<=50K
2394,33,0,0,40,<=50K
2395,38,0,0,50,<=50K
2396,38,0,0,40,<=50K
2397,45,0,0,42,<=50K
2398,18,0,0,50,<=50K
2399,69,20051,0,15,>50K
2400,54,0,0,40,<=50K
2401,44,0,1977,40,>50K
2402,40,0,625,40,<=50K
2403,40,0,0,44,<=50K
2404,20,0,0,50,<=50K
2405,36,15024,0,56,>50K
2406,39,0,0,40,>50K
2407,18,0,0,40,<=50K
2408,42,0,0,40,<=50K
2409,27,0,0,50,<=50K
2410,22,0,0,15,>50K
2411,38,0,0,40,<=50K
2412,24,0,0,35,<=50K
2413,41,0,0,40,<=50K
2414,20,0,0,45,<=50K
2415,62,0,0,40,<=50K
2416,31,99999,0,40,>50K
2417,35,0,0,45,>50K
2418,58,0,0,40,>50K
2419,20,0,0,20,<=50K
2420,38,0,1672,50,<=50K
2421,29,0,0,55,>50K
2422,21,0,0,40,<=50K
2423,27,0,0,50,<=50K
2424,48,0,0,40,<=50K
2425,34,0,0,37,>50K
2426,33,0,0,40,<=50K
2427,29,0,0,42,<=50K
2428,45,0,0,44,<=50K
2429,22,1055,0,15,<=50K
2430,31,0,0,40,<=50K
2431,25,0,0,40,<=50K
2432,59,2202,0,40,<=50K
2433,18,0,0,30,<=50K
2434,18,0,1719,20,<=50K
2435,42,0,0,99,<=50K
2436,42,0,0,52,>50K
2437,26,0,0,40,<=50K
2438,18,0,0,20,<=50K
2439,20,0,0,40,<=50K
2440,18,0,0,12,<=50K
2441,44,0,0,40,<=50K
2442,76,0,1668,40,<=50K
2443,34,0,0,25,<=50K
2444,60,0,0,20,<=50K
2445,19,0,0,35,<=50K
2446,35,7298,0,38,>50K
2447,26,0,0,40,<=50K
2448,41,0,0,45,>50K
2449,29,0,0,1,<=50K
2450,24,0,0,35,<=50K
2451,39,0,1848,40,>50K
2452,58,0,0,40,<=50K
2453,40,0,0,40,<=50K
2454,29,0,0,40,>50K
2455,44,0,0,50,<=50K
2456,27,0,0,40,<=50K
2457,52,0,0,60,<=50K
2458,40,0,0,40,<=50K
2459,59,99999,0,40,>50K
2460,19,0,0,35,<=50K
2461,23,0,0,37,<=50K
2462,32,0,0,35,<=50K
2463,34,0,0,40,<=50K
2464,62,0,0,42,<=50K
2465,68,0,0,50,<=50K
2466,64,0,0,50,<=50K
2467,33,0,0,40,<=50K
2468,64,0,0,20,<=50K
2469,42,0,0,40,>50K
2470,60,0,0,40,<=50K
2471,35,0,0,50,<=50K
2472,33,0,0,40,<=50K
2473,74,0,0,14,<=50K
2474,38,0,0,30,<=50K
2475,43,0,0,40,<=50K
2476,36,0,0,50,>50K
2477,45,0,0,48,<=50K
2478,45,0,0,40,>50K
2479,28,0,0,40,<=50K
2480,48,0,1848,46,>50K
2481,25,0,0,40,<=50K
2482,42,0,0,40,<=50K
2483,22,0,0,12,<=50K
2484,43,0,0,40,<=50K
2485,35,0,0,40,<=50K
2486,42,0,0,50,<=50K
2487,56,0,0,36,<=50K
2488,22,0,0,30,<=50K
2489,29,0,0,40,<=50K
2490,38,0,0,50,>50K
2491,51,0,0,40,<=50K
2492,35,0,0,40,>50K
2493,42,0,0,40,>50K
2494,21,0,0,18,<=50K
2495,54,0,0,40,<=50K
2496,19,0,0,15,<=50K
2497,36,0,0,40,>50K
2498,62,0,0,40,>50K
2499,52,0,0,40,<=50K
2500,45,0,0,40,<=50K
2501,64,0,0,30,<=50K
2502,66,0,0,40,>50K
2503,53,0,0,40,<=50K
2504,36,0,0,60,>50K
2505,37,0,0,35,<=50K
2506,17,0,0,4,<=50K
2507,34,0,0,50,>50K
2508,28,0,0,40,<=50K
2509,23,0,0,40,<=50K
2510,18,0,0,20,<=50K
2511,28,0,0,15,<=50K
2512,32,3942,0,32,<=50K
2513,17,0,0,30,<=50K
2514,51,7298,0,40,>50K
2515,41,0,0,40,<=50K
2516,58,0,0,43,<=50K
2517,31,0,0,18,<=50K
2518,28,0,0,40,<=50K
2519,21,0,0,50,<=50K
2520,44,0,1977,50,>50K
2521,31,0,0,55,>50K
2522,39,0,0,55,<=50K
2523,30,0,0,40,<=50K
2524,56,0,0,40,>50K
2525,41,0,0,50,>50K
2526,24,0,0,40,<=50K
2527,33,0,0,44,<=50K
2528,36,15024,0,40,>50K
2529,31,0,0,40,>50K
2530,39,0,1848,42,>50K
2531,41,0,0,45,<=50K
2532,19,0,0,30,<=50K
2533,57,0,0,35,<=50K
2534,35,0,0,55,>50K
2535,34,0,0,50,>50K
2536,38,0,0,40,<=50K
2537,21,0,0,40,>50K
2538,25,0,0,45,<=50K
2539,49,0,0,40,<=50K
2540,34,0,0,40,>50K
2541,22,0,0,36,<=50K
2542,60,0,0,28,<=50K
2543,35,0,0,35,>50K
2544,42,0,0,40,>50K
2545,61,0,0,30,<=50K
2546,24,0,0,40,<=50K
2547,26,0,0,50,<=50K
2548,64,0,0,48,>50K
2549,47,0,0,45,>50K
2550,23,0,0,60,<=50K
2551,34,0,0,15,<=50K
2552,47,0,0,38,<=50K
2553,43,0,0,50,>50K
2554,47,0,0,50,<=50K
2555,57,0,0,40,<=50K
2556,19,0,0,10,<=50K
2557,36,0,0,40,<=50K
2558,72,0,0,40,>50K
2559,34,0,0,45,>50K
2560,31,0,0,45,>50K
2561,25,0,0,25,<=50K
2562,23,0,0,14,<=50K
2563,18,0,0,20,<=50K
2564,41,0,0,40,>50K
2565,45,0,0,40,<=50K
2566,37,0,0,50,>50K
2567,27,0,0,30,<=50K
2568,50,0,0,40,<=50K
2569,41,15024,0,50,>50K
2570,20,0,0,40,<=50K
2571,60,0,0,40,>50K
2572,21,0,0,40,<=50K
2573,23,0,0,24,<=50K
2574,32,0,0,40,<=50K
2575,62,0,0,50,>50K
2576,40,5178,0,40,>50K
2577,42,0,0,60,>50K
2578,34,0,0,40,<=50K
2579,37,0,0,10,<=50K
2580,42,0,0,52,<=50K
2581,18,0,0,25,<=50K
2582,27,0,0,40,<=50K
2583,27,0,0,32,<=50K
2584,61,0,0,30,<=50K
2585,41,0,0,40,<=50K
2586,46,0,0,21,>50K
2587,46,0,0,60,<=50K
2588,45,0,0,48,<=50K
2589,70,0,0,20,<=50K
2590,46,0,0,30,<=50K
2591,20,0,0,40,<=50K
2592,36,0,0,40,<=50K
2593,38,0,0,40,<=50K
2594,27,0,0,40,>50K
2595,51,0,0,55,<=50K
2596,39,0,0,50,>50K
2597,45,0,1902,40,>50K
2598,51,0,0,50,>50K
2599,52,0,0,24,<=50K
2600,39,0,0,45,>50K
2601,30,0,0,38,<=50K
2602,44,0,0,50,<=50K
2603,44,0,0,35,>50K
2604,28,0,0,40,<=50K
2605,43,0,0,45,<=50K
2606,43,0,1902,50,>50K
2607,38,0,0,45,<=50K
2608,41,0,0,35,<=50K
2609,36,0,0,40,<=50K
2610,32,0,0,42,<=50K
2611,45,0,0,40,<=50K
2612,30,0,0,40,<=50K
2613,25,0,0,38,<=50K
2614,57,0,0,45,<=50K
2615,21,0,0,40,<=50K
2616,43,0,0,40,<=50K
2617,19,594,0,35,<=50K
2618,21,0,0,25,<=50K
2619,40,4687,0,50,>50K
2620,38,0,0,55,>50K
2621,24,0,0,32,<=50K
2622,18,0,0,20,<=50K
2623,54,0,0,40,>50K
2624,29,0,0,40,<=50K
2625,19,0,1602,20,<=50K
2626,22,0,0,40,<=50K
2627,48,0,0,55,>50K
2628,64,0,0,20,<=50K
2629,27,0,0,11,<=50K
2630,40,7688,0,40,>50K
2631,47,15024,0,40,>50K
2632,19,0,0,22,<=50K
2633,39,0,0,40,>50K
2634,34,0,0,25,<=50K
2635,36,0,0,50,>50K
2636,44,0,0,40,>50K
2637,23,0,0,25,<=50K
2638,36,0,0,40,<=50K
2639,27,0,0,65,<=50K
2640,41,0,0,40,>50K
2641,20,0,0,15,<=50K
2642,30,0,0,40,<=50K
2643,20,0,0,44,<=50K
2644,40,0,0,40,<=50K
2645,47,0,0,35,<=50K
2646,51,0,0,50,<=50K
2647,40,13550,0,50,>50K
2648,25,0,0,40,<=50K
2649,50,0,1887,40,>50K
2650,26,0,0,45,<=50K
2651,62,0,0,44,<=50K
2652,34,0,0,40,<=50K
2653,28,0,0,35,<=50K
2654,37,0,0,40,<=50K
2655,34,2977,0,65,<=50K
2656,58,0,0,40,>50K
2657,26,0,0,40,<=50K
2658,56,0,1741,40,<=50K
2659,29,0,0,20,<=50K
2660,37,0,0,50,>50K
2661,37,0,0,40,<=50K
2662,20,0,1602,40,<=50K
2663,26,0,0,37,<=50K
2664,45,0,0,55,>50K
2665,20,0,0,40,<=50K
2666,35,0,0,38,<=50K
2667,29,0,0,40,>50K
2668,71,0,0,40,<=50K
2669,37,0,0,48,<=50K
2670,40,0,0,30,<=50K
2671,33,0,0,40,<=50K
2672,22,0,0,8,<=50K
2673,32,0,0,40,<=50K
2674,39,0,0,40,>50K
2675,17,0,0,25,<=50K
2676,53,0,0,40,<=50K
2677,33,7298,0,40,>50K
2678,60,0,0,50,<=50K
2679,43,0,0,60,<=50K
2680,29,0,0,65,<=50K
2681,40,0,2415,40,>50K
2682,62,0,0,40,<=50K
2683,30,0,0,40,<=50K
2684,18,0,0,15,<=50K
2685,49,0,0,36,<=50K
2686,57,0,0,42,>50K
2687,37,0,0,40,<=50K
2688,66,0,0,20,<=50K
2689,50,0,0,35,<=50K
2690,24,0,0,40,<=50K
2691,31,0,0,45,>50K
2692,38,0,0,30,<=50K
2693,37,0,1726,50,<=50K
2694,62,0,0,30,<=50K
2695,54,0,0,48,>50K
2696,56,0,0,40,<=50K
2697,24,0,0,35,<=50K
2698,29,0,0,50,<=50K
2699,53,0,0,35,<=50K
2700,56,0,0,40,<=50K
2701,60,0,0,2,<=50K
2702,38,0,0,50,<=50K
2703,52,0,0,55,<=50K
2704,28,0,0,38,<=50K
2705,46,0,0,50,<=50K
2706,43,0,0,40,<=50K
2707,24,0,0,40,<=50K
2708,64,0,0,70,<=50K
2709,43,3103,0,40,>50K
2710,64,0,0,45,>50K
2711,40,0,0,40,<=50K
2712,38,0,0,40,<=50K
2713,36,0,0,40,<=50K
2714,19,0,0,40,<=50K
2715,19,0,0,24,<=50K
2716,55,5178,0,40,>50K
2717,41,0,0,61,>50K
2718,36,0,0,50,<=50K
2719,23,0,0,40,<=50K
2720,28,4386,0,45,>50K
2721,34,0,0,30,<=50K
2722,49,0,0,60,>50K
2723,47,0,0,25,<=50K
2724,21,0,0,40,<=50K
2725,36,0,0,40,<=50K
2726,17,0,0,16,<=50K
2727,22,0,1762,40,<=50K
2728,33,0,0,40,<=50K
2729,42,0,1579,40,<=50K
2730,52,0,0,40,<=50K
2731,37,0,0,41,<=50K
2732,42,0,1740,60,<=50K
2733,48,0,0,40,<=50K
2734,46,0,0,30,<=50K
2735,18,0,0,9,<=50K
2736,23,0,0,40,<=50K
2737,90,11678,0,40,>50K
2738,47,0,0,40,>50K
2739,40,0,0,40,>50K
2740,23,0,0,8,<=50K
2741,33,0,0,8,<=50K
2742,36,0,0,35,>50K
2743,38,0,0,60,<=50K
2744,31,0,0,40,>50K
2745,52,0,0,40,<=50K
2746,21,0,0,40,<=50K
2747,35,0,0,45,<=50K
2748,54,0,0,43,<=50K
2749,37,0,0,40,>50K
2750,52,0,0,40,<=50K
2751,42,7430,0,40,>50K
2752,34,0,0,35,<=50K
2753,46,0,0,40,>50K
2754,56,0,0,40,<=50K
2755,36,0,0,60,<=50K
2756,39,0,0,30,<=50K
2757,24,0,0,55,<=50K
2758,70,0,0,20,>50K
2759,29,0,0,18,<=50K
2760,27,0,0,45,<=50K
2761,53,0,0,35,<=50K
2762,36,4787,0,40,>50K
2763,27,0,0,35,<=50K
2764,48,0,0,45,<=50K
2765,59,0,0,45,<=50K
2766,29,0,0,40,<=50K
2767,21,0,0,35,<=50K
2768,29,0,2051,32,<=50K
2769,19,0,0,25,<=50K
2770,32,0,0,55,<=50K
2771,23,0,0,36,<=50K
2772,42,0,0,50,<=50K
2773,68,0,0,20,<=50K
2774,51,0,0,99,<=50K
2775,36,0,0,60,<=50K
2776,25,0,0,25,<=50K
2777,70,0,0,40,<=50K
2778,29,0,0,60,<=50K
2779,53,0,0,15,<=50K
2780,31,7298,0,45,>50K
2781,25,0,0,40,<=50K
2782,17,0,0,35,<=50K
2783,41,0,0,30,<=50K
2784,72,2653,0,42,<=50K
2785,34,0,0,40,<=50K
2786,48,7298,0,55,>50K
2787,34,0,0,50,<=50K
2788,45,0,0,29,<=50K
2789,22,0,0,35,<=50K
2790,20,0,0,20,<=50K
2791,30,0,0,38,<=50K
2792,31,0,0,40,<=50K
2793,21,0,0,20,<=50K
2794,32,0,0,60,>50K
2795,44,0,0,40,<=50K
2796,48,0,0,40,<=50K
2797,21,0,0,15,<=50K
2798,50,0,0,55,>50K
2799,46,0,1876,40,<=50K
2800,32,0,0,40,>50K
2801,44,0,0,45,>50K
2802,43,0,0,96,<=50K
2803,19,0,0,20,<=50K
2804,36,0,1977,40,>50K
2805,21,0,0,40,<=50K
2806,38,0,0,55,>50K
2807,38,0,0,60,<=50K
2808,56,0,0,30,>50K
2809,28,0,0,50,>50K
2810,41,0,0,50,<=50K
2811,56,0,0,40,<=50K
2812,32,0,0,45,<=50K
2813,35,0,0,50,<=50K
2814,22,0,0,40,<=50K
2815,37,0,0,50,>50K
2816,72,0,0,10,<=50K
2817,30,0,0,40,<=50K
2818,30,0,0,40,<=50K
2819,50,0,0,60,<=50K
2820,49,0,0,30,<=50K
2821,41,0,0,40,<=50K
2822,25,0,0,50,<=50K
2823,29,0,0,50,<=50K
2824,38,0,0,52,<=50K
2825,34,2202,0,40,<=50K
2826,38,0,0,50,<=50K
2827,26,0,0,40,<=50K
2828,23,0,0,40,<=50K
2829,24,10520,0,40,>50K
2830,19,0,0,20,<=50K
2831,23,0,0,40,<=50K
2832,78,0,0,12,<=50K
2833,26,0,0,38,<=50K
2834,42,0,0,38,>50K
2835,20,0,0,28,<=50K
2836,45,0,0,84,<=50K
2837,41,0,0,40,<=50K
2838,55,0,0,50,>50K
2839,17,0,0,15,<=50K
2840,30,0,0,40,<=50K
2841,27,0,0,40,<=50K
2842,40,0,0,40,>50K
2843,39,0,0,40,<=50K
2844,26,0,0,40,<=50K
2845,31,0,0,40,<=50K
2846,29,0,0,45,<=50K
2847,46,0,0,50,>50K
2848,35,0,0,65,<=50K
2849,38,0,0,40,<=50K
2850,25,0,1902,40,>50K
2851,45,0,0,40,<=50K
2852,22,0,0,40,<=50K
2853,27,0,0,60,<=50K
2854,44,0,0,45,<=50K
2855,40,0,0,40,<=50K
2856,27,0,0,40,<=50K
2857,30,0,0,45,<=50K
2858,24,0,0,40,<=50K
2859,35,0,0,50,<=50K
2860,50,0,0,55,>50K
2861,54,0,0,55,>50K
2862,55,0,0,40,<=50K
2863,43,0,0,65,<=50K
2864,34,0,0,48,>50K
2865,41,0,0,33,<=50K
2866,43,0,0,28,<=50K
2867,76,0,0,12,<=50K
2868,24,0,0,65,<=50K
2869,51,0,0,60,<=50K
2870,55,10520,0,60,>50K
2871,23,0,0,20,<=50K
2872,23,0,0,35,<=50K
2873,18,0,0,15,<=50K
2874,43,0,0,40,<=50K
2875,39,0,0,50,<=50K
2876,57,0,0,35,<=50K
2877,27,0,0,45,<=50K
2878,54,0,0,40,<=50K
2879,37,0,0,20,<=50K
2880,44,0,0,50,>50K
2881,62,0,0,40,<=50K
2882,40,0,0,50,<=50K
2883,29,0,0,40,<=50K
2884,26,0,0,40,<=50K
2885,65,6723,0,38,<=50K
2886,18,0,0,40,<=50K
2887,46,7298,0,40,>50K
2888,20,0,0,40,<=50K
2889,23,0,0,35,<=50K
2890,23,0,0,40,<=50K
2891,58,0,0,40,<=50K
2892,40,0,0,55,<=50K
2893,62,0,0,40,<=50K
2894,21,0,0,20,<=50K
2895,47,0,0,40,>50K
2896,19,0,0,30,<=50K
2897,21,0,0,40,<=50K
2898,27,0,0,40,<=50K
2899,38,0,0,60,<=50K
2900,40,0,1977,40,>50K
2901,22,0,2205,40,<=50K
2902,49,0,0,40,<=50K
2903,21,0,0,30,<=50K
2904,38,0,0,30,<=50K
2905,66,10605,0,40,>50K
2906,37,15024,0,45,>50K
2907,38,0,0,45,<=50K
2908,47,0,0,40,>50K
2909,47,15024,0,45,>50K
2910,53,0,0,60,<=50K
2911,36,0,0,48,<=50K
2912,63,0,0,40,<=50K
2913,46,0,0,40,<=50K
2914,28,0,0,50,<=50K
2915,40,0,0,70,<=50K
2916,21,0,0,30,<=50K
2917,31,0,0,40,<=50K
2918,45,0,0,40,>50K
2919,50,0,0,70,>50K
2920,41,0,0,40,>50K
2921,46,0,0,40,<=50K
2922,62,7298,0,70,>50K
2923,20,0,1719,33,<=50K
2924,48,0,0,40,>50K
2925,23,0,0,40,<=50K
2926,36,0,0,40,<=50K
2927,33,0,0,40,<=50K
2928,43,0,0,40,<=50K
2929,22,0,0,45,<=50K
2930,50,0,0,45,>50K
2931,22,0,0,15,<=50K
2932,32,0,0,55,>50K
2933,18,0,0,25,<=50K
2934,40,0,0,50,>50K
2935,39,0,0,40,<=50K
2936,56,0,0,40,>50K
2937,50,0,0,70,>50K
2938,39,15024,0,50,>50K
2939,33,0,0,40,<=50K
2940,30,0,0,40,<=50K
2941,45,0,1408,40,<=50K
2942,20,0,0,22,<=50K
2943,24,0,0,40,<=50K
2944,44,0,0,99,<=50K
2945,36,0,0,40,>50K
2946,37,0,0,40,>50K
2947,33,0,0,40,<=50K
2948,71,0,0,6,<=50K
2949,44,0,0,40,>50K
2950,46,0,0,40,>50K
2951,43,0,0,60,<=50K
2952,38,0,0,20,<=50K
2953,30,0,0,40,>50K
2954,44,0,0,40,<=50K
2955,41,0,0,40,<=50K
2956,33,0,0,40,<=50K
2957,61,0,0,38,>50K
2958,45,2580,0,18,<=50K
2959,25,0,0,65,<=50K
2960,26,0,0,38,<=50K
2961,23,0,0,30,<=50K
2962,35,0,0,40,<=50K
2963,60,0,0,50,<=50K
2964,35,0,0,60,<=50K
2965,32,0,0,50,<=50K
2966,26,0,0,30,<=50K
2967,31,0,0,40,<=50K
2968,24,0,0,45,<=50K
2969,31,5013,0,32,<=50K
2970,49,0,0,60,<=50K
2971,37,0,0,40,>50K
2972,43,0,0,55,>50K
2973,31,0,0,40,>50K
2974,34,0,0,35,<=50K
2975,34,0,0,40,<=50K
2976,35,0,0,50,>50K
2977,29,0,0,38,<=50K
2978,26,4416,0,28,<=50K
2979,36,0,0,50,<=50K
2980,39,7298,0,40,>50K
2981,48,0,0,16,>50K
2982,56,0,0,40,<=50K
2983,65,0,0,40,>50K
2984,28,7688,0,40,>50K
2985,48,0,0,30,<=50K
2986,64,0,0,12,<=50K
2987,31,0,0,40,<=50K
2988,44,0,0,40,<=50K
2989,34,0,0,40,>50K
2990,54,0,0,37,<=50K
2991,51,0,0,40,<=50K
2992,38,0,0,40,<=50K
2993,18,0,0,16,<=50K
2994,64,0,0,40,<=50K
2995,26,0,0,60,<=50K
2996,36,0,0,25,>50K
2997,46,0,0,60,<=50K
2998,48,7298,0,40,>50K
2999,32,0,1902,44,>50K
3000,19,0,0,20,<=50K
3001,45,0,0,40,>50K
3002,42,0,0,15,<=50K
3003,22,0,0,40,<=50K
3004,27,0,0,40,<=50K
3005,19,0,0,25,<=50K
3006,48,0,0,40,<=50K
3007,29,0,0,40,<=50K
3008,47,0,0,40,>50K
3009,54,0,0,40,>50K
3010,39,0,0,60,<=50K
3011,35,0,0,40,<=50K
3012,46,0,0,60,<=50K
3013,50,0,0,40,<=50K
3014,46,0,0,40,<=50K
3015,19,0,0,60,<=50K
3016,32,0,0,35,<=50K
3017,64,0,0,50,<=50K
3018,33,0,0,40,<=50K
3019,65,0,0,50,>50K
3020,47,0,0,48,<=50K
3021,33,0,0,30,<=50K
3022,40,0,0,40,<=50K
3023,61,0,0,25,<=50K
3024,30,0,0,38,<=50K
3025,27,0,0,45,<=50K
3026,68,0,0,10,<=50K
3027,31,0,0,40,<=50K
3028,27,0,0,45,<=50K
3029,35,0,0,50,<=50K
3030,32,0,0,40,<=50K
3031,48,0,0,60,<=50K
3032,22,0,0,32,<=50K
3033,68,0,0,6,<=50K
3034,55,0,0,40,<=50K
3035,49,0,0,32,<=50K
3036,49,0,1977,60,>50K
3037,37,0,0,38,<=50K
3038,58,0,0,40,<=50K
3039,23,0,0,20,<=50K
3040,35,0,1485,40,<=50K
3041,42,0,0,40,<=50K
3042,20,0,0,30,<=50K
3043,63,0,0,40,<=50K
3044,23,0,0,35,<=50K
3045,30,0,0,40,<=50K
3046,40,15024,0,45,>50K
3047,22,0,0,40,<=50K
3048,21,0,0,25,<=50K
3049,72,0,0,20,<=50K
3050,28,0,0,45,>50K
3051,36,0,0,40,<=50K
3052,40,0,1977,40,>50K
3053,53,0,0,40,<=50K
3054,22,0,0,16,<=50K
3055,53,0,0,60,<=50K
3056,20,0,0,8,<=50K
3057,39,0,0,15,<=50K
3058,32,5013,0,50,<=50K
3059,48,0,0,50,<=50K
3060,25,0,0,40,<=50K
3061,58,0,0,55,<=50K
3062,41,0,0,45,>50K
3063,36,1506,0,40,<=50K
3064,36,0,0,40,<=50K
3065,28,0,0,45,<=50K
3066,37,0,0,40,<=50K
3067,35,0,0,40,<=50K
